               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,             0.02556,            0.040973,          0.00082301,              0.7223,             0.79762,             0.79045,             0.46099,            0.034009,            0.026378,          0.00079298,             0.00208,             0.00208,             0.00208
                 162,            0.028792,            0.037914,           0.0018242,             0.72636,             0.82277,             0.79008,             0.46563,             0.03395,            0.026154,          0.00076447,           0.0020305,           0.0020305,           0.0020305
                 163,            0.026116,            0.042703,           0.0012437,             0.72762,             0.81429,             0.79444,             0.46121,            0.034565,            0.025462,          0.00075464,            0.001981,            0.001981,            0.001981
                 164,            0.025693,            0.043567,          0.00072354,             0.73148,             0.82578,             0.79127,             0.45506,            0.035097,            0.025371,          0.00075045,           0.0019315,           0.0019315,           0.0019315
                 165,            0.028135,            0.049829,          0.00087381,             0.73148,             0.82578,             0.79127,             0.45506,            0.035097,            0.025371,          0.00075045,            0.001882,            0.001882,            0.001882
                 166,            0.027819,             0.03984,           0.0028743,             0.75168,             0.81038,             0.79008,              0.4538,            0.035738,            0.025343,          0.00074892,           0.0018325,           0.0018325,           0.0018325
                 167,            0.026499,            0.039964,          0.00062063,             0.72133,             0.83095,               0.789,             0.46303,            0.034436,            0.025436,          0.00072613,            0.001783,            0.001783,            0.001783
                 168,            0.023688,            0.031943,           0.0020611,             0.71801,             0.79762,             0.78718,             0.46646,            0.033863,            0.025488,          0.00070295,           0.0017335,           0.0017335,           0.0017335
                 169,            0.027603,            0.038518,          0.00081175,             0.73439,             0.78095,             0.77282,             0.46007,            0.033946,            0.025704,          0.00069532,            0.001684,            0.001684,            0.001684
                 170,            0.025937,            0.038194,          0.00083538,             0.71653,             0.79762,             0.77816,             0.45385,             0.03459,            0.025873,           0.0007019,           0.0016345,           0.0016345,           0.0016345
                 171,             0.02463,             0.03417,          0.00061572,              0.7138,             0.81429,             0.77801,             0.46676,            0.034496,            0.026152,          0.00069513,            0.001585,            0.001585,            0.001585
                 172,            0.026238,            0.035793,          0.00062569,             0.72298,             0.80336,             0.77674,             0.43713,            0.035495,            0.026523,          0.00072803,           0.0015355,           0.0015355,           0.0015355
                 173,            0.023581,            0.033313,          0.00057954,             0.72298,             0.80336,             0.77674,             0.43713,            0.035495,            0.026523,          0.00072803,            0.001486,            0.001486,            0.001486
                 174,             0.02776,            0.037124,          0.00093774,             0.72079,             0.80677,               0.771,             0.42845,            0.036587,            0.026749,          0.00074062,           0.0014365,           0.0014365,           0.0014365
                 175,            0.028031,            0.039323,           0.0006976,             0.72035,             0.79762,             0.77019,             0.42984,            0.036713,            0.026789,          0.00073261,            0.001387,            0.001387,            0.001387
                 176,            0.026689,            0.036148,          0.00093356,             0.74439,             0.82554,             0.77445,             0.44105,            0.035542,            0.026402,          0.00072508,           0.0013375,           0.0013375,           0.0013375
                 177,            0.027656,            0.037175,          0.00088958,             0.72284,             0.81656,              0.7701,             0.44666,            0.034962,            0.026518,          0.00074196,            0.001288,            0.001288,            0.001288
                 178,            0.025979,            0.044014,          0.00076182,             0.72534,             0.81429,             0.77803,             0.44449,            0.035115,            0.026636,          0.00073395,           0.0012385,           0.0012385,           0.0012385
                 179,            0.025702,            0.033814,          0.00080209,             0.79281,             0.72468,             0.77747,             0.44721,            0.035018,            0.026666,          0.00073862,            0.001189,            0.001189,            0.001189
                 180,            0.025069,            0.036498,          0.00063149,             0.79705,             0.72918,             0.77466,             0.45127,            0.034636,            0.026684,          0.00074902,           0.0011395,           0.0011395,           0.0011395
                 181,            0.024209,             0.03683,           0.0016524,             0.79705,             0.72918,             0.77466,             0.45127,            0.034636,            0.026684,          0.00074902,             0.00109,             0.00109,             0.00109
                 182,            0.026619,            0.036434,            0.001089,             0.76469,             0.74762,             0.77221,             0.44879,            0.034558,            0.026755,          0.00075855,           0.0010405,           0.0010405,           0.0010405
                 183,            0.025427,             0.04197,          0.00065875,             0.76433,             0.74762,             0.77039,             0.44665,            0.034601,            0.026705,          0.00076885,            0.000991,            0.000991,            0.000991
                 184,            0.025618,            0.039928,          0.00051113,             0.76581,             0.74762,             0.76578,             0.44268,            0.034792,             0.02688,          0.00076551,           0.0009415,           0.0009415,           0.0009415
                 185,             0.02497,            0.040882,            0.001181,             0.76542,             0.74762,             0.76694,             0.44086,            0.034763,            0.026723,          0.00073652,            0.000892,            0.000892,            0.000892
                 186,             0.02522,            0.040238,          0.00087038,             0.76575,             0.74762,             0.77107,              0.4429,            0.034821,            0.026682,          0.00074272,           0.0008425,           0.0008425,           0.0008425
                 187,            0.023874,            0.033504,           0.0011525,             0.76874,             0.74573,             0.77217,             0.44657,            0.034671,            0.026797,           0.0007575,            0.000793,            0.000793,            0.000793
                 188,            0.024017,            0.039287,          0.00088241,             0.77105,             0.74223,              0.7746,             0.43984,            0.034711,            0.026992,          0.00074883,           0.0007435,           0.0007435,           0.0007435
                 189,             0.02588,            0.042652,          0.00098205,             0.77105,             0.74223,              0.7746,             0.43984,            0.034711,            0.026992,          0.00074883,            0.000694,            0.000694,            0.000694
                 190,            0.024664,            0.049706,          0.00071648,             0.77647,             0.74265,             0.77301,             0.43892,            0.034771,            0.026913,          0.00072756,           0.0006445,           0.0006445,           0.0006445
                 191,            0.024713,            0.036547,          0.00053237,             0.77861,             0.74285,             0.77157,             0.44478,            0.034741,            0.027121,          0.00073538,            0.000595,            0.000595,            0.000595
                 192,            0.025025,            0.030391,          0.00065169,             0.76053,             0.73686,             0.77687,             0.45242,             0.03447,             0.02707,          0.00072823,           0.0005455,           0.0005455,           0.0005455
                 193,            0.026923,            0.036081,          0.00073291,             0.71465,             0.79194,             0.77459,             0.45048,            0.034428,            0.027029,          0.00068808,            0.000496,            0.000496,            0.000496
                 194,            0.024518,            0.042192,          0.00074603,             0.70556,             0.77459,              0.7762,             0.44503,            0.034437,            0.026977,          0.00070953,           0.0004465,           0.0004465,           0.0004465
                 195,            0.025908,            0.045638,          0.00060835,              0.7049,             0.77383,             0.76933,             0.45083,            0.034503,            0.027008,          0.00070267,            0.000397,            0.000397,            0.000397
                 196,            0.023549,            0.045084,          0.00055961,              0.7695,             0.73032,              0.7711,             0.45132,            0.034496,            0.026767,          0.00073128,           0.0003475,           0.0003475,           0.0003475
                 197,            0.025026,            0.035114,          0.00046699,              0.7695,             0.73032,              0.7711,             0.45132,            0.034496,            0.026767,          0.00073128,            0.000298,            0.000298,            0.000298
                 198,            0.026247,            0.032956,          0.00072485,               0.712,             0.78095,             0.77596,              0.4487,            0.034418,            0.026595,          0.00071287,           0.0002485,           0.0002485,           0.0002485
                 199,            0.022899,            0.032487,           0.0012997,             0.72174,              0.7801,             0.77331,             0.44753,            0.034386,            0.026637,          0.00069494,            0.000199,            0.000199,            0.000199
